"","Reporting.Year","Reporting.Quarter","Reporting.Organization","Certified.Type","County","Certified.Capacity","Operational.Capacity","Beginning.Census","End.Census","Male.Census","Female.Census"
"337",2018,4,"Peregrine Senior Living at Colonie","F","Albany",68,68,53,56,16,40
"338",2018,4,"Peregrine Senior Living at Onondaga Hill","F","Onondaga",68,68,47,62,16,46
"339",2018,4,"Peregrines Landing at Orchard Park","F","Erie",52,52,45,43,10,33
"340",2018,4,"Peregrines Landing Senior Community","S","Erie",112,99,91,86,28,58
"341",2018,4,"Pinecrest Home For Adults","E","Steuben",17,17,16,15,8,7
"342",2018,4,"Pine Harbour","S","Clinton",66,66,54,53,17,36
"343",2018,4,"Pineview Commons H.F.A.","F","Fulton",94,86,81,79,22,57
"344",2018,4,"Plattduetsche Home Society","S","Nassau",91,91,67,70,11,59
"345",2018,4,"Plattduetsche Home Society","E","Nassau",90,90,59,60,13,47
"346",2018,4,"Pleasant Gardens Home for Adults","E","Suffolk",26,26,24,24,13,11
"347",2018,4,"Pounder Hall EHP","S","Oneida",17,17,11,8,3,5
"348",2018,4,"Presbyterian Residential Community","E","Oneida",96,96,88,86,19,67
"349",2018,4,"Promenade at Blue Hill","F","Rockland",61,53,43,42,9,33
"350",2018,4,"Promenade at Chestnut Ridge","F","Rockland",198,118,90,86,20,66
"351",2018,4,"Promenade at Middletown","F","Orange",163,163,138,133,36,97
"352",2018,4,"Promenade at Tuxedo Place","F","Orange",89,89,52,52,11,41
"353",2018,4,"Promenade at University Place","F","Albany",200,200,0,5,2,3
"354",2018,4,"Quail Summit","S","Ontario",55,55,46,44,9,35
"355",2018,4,"Queens Adult Care Center","F","Queens",352,352,339,342,243,99
"356",2018,4,"Rainier Grove at Cherry Ridge","F","Monroe",87,87,68,64,16,48
"357",2018,4,"Randolph Manor","F","Cattaraugus",50,45,33,35,11,24
"358",2018,4,"Restmour Home for Adults","F","Cayuga",24,24,19,23,4,19
"359",2018,4,"RiverSpring Assisted Living","E","Bronx",35,35,30,30,14,16
"360",2018,4,"River View Gardens NY Foundation EHP #8","S","Queens",46,46,46,46,15,31
"361",2018,4,"Robynwood Home for Adults","F","Otsego",49,45,39,40,14,26
"362",2018,4,"Rochester Presbyterian Home","E","Monroe",102,102,82,74,19,55
"363",2018,4,"Rodden Home","F","Suffolk",23,23,23,23,16,7
"364",2018,4,"Rosewood on the Sound","F","Nassau",50,50,44,42,13,29
"365",2018,4,"RPH East","E","Monroe",64,64,56,55,7,48
"366",2018,4,"RPH-West","E","Monroe",52,52,40,47,10,37
"367",2018,4,"Rudolf Steiner Fellowship Foundation","E","Rockland",33,33,32,32,7,25
"368",2018,4,"Sachem Adult Home","F","Suffolk",46,46,36,33,21,12
"369",2018,4,"Sage Harbor Baywinde","F","Monroe",88,88,68,62,8,54
"370",2018,4,"Samaritan Summit Village","E","Jefferson",120,120,114,119,38,81
"371",2018,4,"Samuel F. Vilas Home","E","Clinton",44,44,34,32,14,18
"372",2018,4,"Sanford Home","F","Queens",200,200,196,193,103,90
"373",2018,4,"Sarah Jane Sanford Home","E","Montgomery",40,40,32,33,0,33
"374",2018,4,"Seabury Woods","S","Monroe",85,85,79,77,18,59
"375",2018,4,"Seaview Manor, LLC","F","Queens",118,118,115,114,76,38
"376",2018,4,"Sedgwick Heights","E","Onondaga",154,154,147,144,49,95
"377",2018,4,"Seneca Lake Terrace Assisted Living Center","F","Ontario",65,65,50,45,15,30
"378",2018,4,"SeniorFirst Assisted Living at Valley Manor","S","Monroe",13,13,6,7,1,6
"379",2018,4,"Shire Senior Living Assisted Living Program","F","Monroe",200,200,169,161,95,66
"380",2018,4,"Signature Senior Living","F","Kings",199,199,85,82,40,42
"381",2018,4,"Somerset Gardens","S","Nassau",160,155,140,145,44,101
"382",2018,4,"South Bay Adult Home","F","Suffolk",39,39,31,31,18,13
"383",2018,4,"Southern Tier Meadows","E","Chautauqua",24,24,24,20,9,11
"384",2018,4,"Spring Valley Rest Home","F","Rockland",32,32,32,31,24,7
"385",2018,4,"St. Columbans on the Lake","E","Chautauqua",57,57,46,47,13,34
"386",2018,4,"St. Francis Commons","E","Oswego",60,60,57,57,11,46
"387",2018,4,"St. Josephs Home","E","Rockland",31,31,30,31,4,27
"388",2018,4,"St. Louise Manor","E","Broome",52,52,49,51,7,44
"389",2018,4,"St. Marks Terrace EHP #1","S","Yates",27,27,17,17,7,10
"390",2018,4,"St. Marks Terrace EHP #2","S","Yates",22,22,2,4,1,3
"391",2018,4,"St. Marys Manor","S","Nassau",28,28,26,23,8,15
"392",2018,4,"St. Michaels Home","E","Westchester",60,60,47,44,13,31
"393",2018,4,"St. Nicholas Home","E","Kings",75,75,57,60,22,38
"394",2018,4,"St. Vincent de Paul Assisted Living Program","E","Bronx",59,59,55,55,30,25
"395",2018,4,"St. Zitas Villa","E","Rockland",35,35,19,19,0,19
"396",2018,4,"Sues Rest","F","Steuben",14,14,14,14,6,8
"397",2018,4,"Sunnydale Home","F","Westchester",17,17,16,16,7,9
"398",2018,4,"Sunrise at Mill Basin","S","Kings",142,142,105,102,23,79
"399",2018,4,"Sunrise at Sheepshead Bay","S","Kings",189,189,129,124,33,91
"400",2018,4,"Sunrise of Crestwood","F","Westchester",116,102,88,94,28,66
"401",2018,4,"Sunrise of Dix Hills","F","Suffolk",114,114,81,85,23,62
"402",2018,4,"Sunrise of East Meadow","F","Nassau",107,107,105,104,30,74
"403",2018,4,"Sunrise of East Setauket","F","Suffolk",109,109,84,85,27,58
"404",2018,4,"Sunrise of Fleetwood","F","Westchester",136,136,97,101,32,69
"405",2018,4,"Sunrise of Glen Cove","F","Nassau",111,98,92,85,29,56
"406",2018,4,"Sunrise of Holbrook","F","Suffolk",109,109,88,90,28,62
"407",2018,4,"Sunrise of New City","F","Rockland",120,120,81,73,15,58
"408",2018,4,"Sunrise of North Lynbrook","F","Nassau",138,138,95,93,18,75
"409",2018,4,"Sunrise of Plainview","F","Nassau",65,65,61,55,15,40
"410",2018,4,"Sunrise of Smithtown","F","Suffolk",104,99,79,80,29,51
"411",2018,4,"Sunrise of Staten Island","S","Richmond",121,112,100,92,28,64
"412",2018,4,"Sunrise of West Babylon","F","Suffolk",110,107,99,99,17,82
"413",2018,4,"Surfside Manor Home for Adults, LLC","F","Queens",200,200,197,199,119,80
"414",2018,4,"Sutton Gardens, LLC","F","Queens",47,47,44,44,20,24
"415",2018,4,"Tanglewood Manor, Inc","F","Chautauqua",158,147,131,128,43,85
"416",2018,4,"Tappan Zee Manor","F","Rockland",150,104,86,93,34,59
"417",2018,4,"Tennyson Court","F","Erie",93,93,86,83,16,67
"418",2018,4,"Terrace at Beverwyck","S","Albany",48,48,38,39,12,27
"419",2018,4,"The 80th Street Residence","F","New York",70,70,61,62,18,44
"420",2018,4,"The Ambassador at Scarsdale","S","Westchester",138,138,126,125,38,87
"421",2018,4,"The Amberleigh","S","Erie",76,76,70,70,13,57
"422",2018,4,"The Amsterdam at Harborside","S","Nassau",55,55,33,36,11,25
"423",2018,4,"The Arbors at Bohemia","F","Suffolk",200,150,126,124,32,92
"424",2018,4,"The Arbors at Hauppauge","F","Suffolk",200,143,122,118,45,73
"425",2018,4,"The Arbors at Islandia East","F","Suffolk",200,157,119,128,35,93
"426",2018,4,"The Arbors at Islandia West","F","Suffolk",200,166,102,104,31,73
"427",2018,4,"The Arbors at Westbury","F","Nassau",200,121,120,118,46,72
"428",2018,4,"The Athenaeum of Skaneateles","F","Onondaga",16,16,14,14,0,14
"429",2018,4,"The Avalon Assisted Living and Wellness Center","F","Dutchess",76,76,71,72,30,42
"430",2018,4,"The Belvedere","F","Kings",200,200,85,84,37,47
"431",2018,4,"The Bixby Home","F","Seneca",24,24,21,22,14,8
"432",2018,4,"The Brielle at Seaview","E","Richmond",188,188,101,101,26,75
"433",2018,4,"The Bristal at Armonk","S","Westchester",171,171,128,130,31,99
"434",2018,4,"The Bristal at East Meadow","S","Nassau",151,151,99,95,23,72
"435",2018,4,"The Bristal at East Northport","S","Suffolk",166,166,142,141,38,103
"436",2018,4,"The Bristal at Garden City","S","Nassau",170,170,32,51,20,31
"437",2018,4,"The Bristal at Holtsville","S","Suffolk",166,166,122,123,26,97
"438",2018,4,"The Bristal at Jericho","S","Nassau",200,200,0,9,3,6
"439",2018,4,"The Bristal at Lake Grove","S","Suffolk",155,155,129,127,29,98
"440",2018,4,"The Bristal at Lake Success","F","Nassau",110,110,77,81,22,59
"441",2018,4,"The Bristal at Lynbrook","F","Nassau",200,200,139,135,32,103
"442",2018,4,"The Bristal at Massapequa","S","Nassau",86,86,72,70,18,52
"443",2018,4,"The Bristal at Massapequa","F","Nassau",84,84,72,71,17,54
"444",2018,4,"The Bristal at North Hills","F","Nassau",60,60,45,46,9,37
"445",2018,4,"The Bristal at North Hills","S","Nassau",160,160,112,106,24,82
"446",2018,4,"The Bristal at North Woodmere","S","Nassau",155,155,120,109,25,84
"447",2018,4,"The Bristal at Sayville","F","Suffolk",155,155,120,128,28,100
"448",2018,4,"The Bristal at West Babylon","S","Suffolk",187,187,90,102,31,71
"449",2018,4,"The Bristal at Westbury","S","Nassau",180,180,137,132,36,96
"450",2018,4,"The Bristal at White Plains","S","Westchester",190,190,151,152,37,115
"451",2018,4,"The Cambridge","F","Washington",40,40,31,34,11,23
"452",2018,4,"The Clark Manor House","E","Ontario",17,16,16,14,2,12
"453",2018,4,"The Cloisters","F","Wyoming",48,48,41,36,7,29
"454",2018,4,"The Country House in Westchester","F","Westchester",100,100,75,82,23,59
"455",2018,4,"The Courtyards LLC","F","Erie",133,133,118,115,59,56
"456",2018,4,"The Eliot at Catskill","F","Greene",99,99,75,83,40,43
"457",2018,4,"The Eliot at Erie Station ALP","F","Orange",96,96,90,90,53,37
"458",2018,4,"The Farrar Home","E","Franklin",30,30,27,27,7,20
"459",2018,4,"The Fountains at RiverVue","F","Westchester",141,141,110,100,28,72
"460",2018,4,"The Gardens by Morningstar","F","Oswego",106,106,99,98,38,60
"461",2018,4,"The Glen at Maple Pointe","F","Nassau",60,60,59,60,13,47
"462",2018,4,"The Glen at Maple Pointe","S","Nassau",83,83,83,83,22,61
"463",2018,4,"The Hamlet at Park Ridge","S","Monroe",67,62,48,45,8,37
"464",2018,4,"The Hawthorne","S","Monroe",42,42,32,34,7,27
"465",2018,4,"The Hearth at Castle Gardens","S","Broome",106,106,69,68,16,52
"466",2018,4,"The Hearth at Greenpoint Senior Living","S","Onondaga",139,139,122,129,42,87
"467",2018,4,"The Hearth on James","S","Onondaga",60,60,37,40,18,22
"468",2018,4,"The Inn at Menorah Park","E","Onondaga",61,61,49,45,13,32
"469",2018,4,"The Inn at Millbrook","F","Dutchess",40,40,34,31,3,28
"470",2018,4,"The Kensington","F","Westchester",130,130,117,120,39,81
"471",2018,4,"The Knolls","S","Westchester",12,12,6,4,2,2
"472",2018,4,"The Lake Shore Assisted Living Residence","F","Suffolk",200,200,110,112,43,69
"473",2018,4,"The Landing at Brighton","S","Monroe",121,121,75,71,19,52
"474",2018,4,"The Landing of Poughkeepsie","S","Dutchess",121,121,89,77,13,64
"475",2018,4,"The Lodge at Ives Hill","S","Jefferson",24,18,16,18,3,15
"476",2018,4,"The Manor House","S","Genesee",60,60,38,40,8,32
"477",2018,4,"The Mansion at South Union","F","Washington",34,34,28,29,9,20
"478",2018,4,"The McClelland Home for Adults","F","Dutchess",70,68,50,55,33,22
"479",2018,4,"The Meadows","S","Erie",48,48,0,6,3,3
"480",2018,4,"The New Falls","F","Schuyler",111,105,80,78,26,52
"481",2018,4,"The New Golden Acres SP LLC","F","Rockland",79,79,75,74,55,19
"482",2018,4,"The New Jewish Home University Avenue Assisted Living","S","Bronx",72,72,67,68,30,38
"483",2018,4,"The New Swan Lake Adult Home LLC","F","Sullivan",27,27,26,27,23,4
"484",2018,4,"The New Village View SP LLC","F","Ulster",46,46,43,46,21,25
"485",2018,4,"The Northfield","S","Monroe",79,79,68,66,9,57
"486",2018,4,"The Osborn","S","Westchester",103,103,86,86,20,66
"487",2018,4,"The Pavilion at Pine Valley","F","Rockland",56,56,56,55,21,34
"488",2018,4,"The Pavilion at Robinson Terrace","F","Delaware",60,60,53,57,16,41
"489",2018,4,"The Pavilion at Vestal","F","Broome",40,40,38,34,10,24
"490",2018,4,"The Pines at Heartwood","F","Rensselaer",86,86,75,74,31,43
"491",2018,4,"The Plaza at Clover Lake","F","Putnam",175,159,126,130,34,96
"492",2018,4,"The Regency at Glen Cove","E","Nassau",105,105,82,77,17,60
"493",2018,4,"The Sentinel at Amsterdam, LLC","F","Montgomery",150,150,59,78,31,47
"494",2018,4,"The Shores at Peconic Landing Assisted Living Residence, Inc.","S","Suffolk",47,47,38,36,7,29
"495",2018,4,"The Springs at Fountainview","E","Rockland",60,60,7,7,1,6
"496",2018,4,"The Springvale Inn","S","Westchester",125,125,84,85,25,60
"497",2018,4,"The Terrace at Glen Eddy","S","Schenectady",53,42,42,41,6,35
"498",2018,4,"The Terrace at Newark","F","Wayne",71,71,61,57,11,46
"499",2018,4,"The Terrace at The Eddy Memorial","S","Rensselaer",69,69,56,57,14,43
"500",2018,4,"The Terrace at the Glen","S","Warren",52,52,43,42,13,29
"501",2018,4,"The Terrace at Woodland","F","Oneida",60,60,53,54,10,44
"502",2018,4,"The Terraces at Brookmeade","S","Dutchess",29,29,25,24,9,15
"503",2018,4,"The Villa at Westhampton","F","Suffolk",100,100,33,35,13,22
"504",2018,4,"The Village at Mill Landing","S","Monroe",150,150,63,71,14,57
"505",2018,4,"The Vincent Bove Center at Jefferson Ferry","S","Suffolk",87,87,59,60,16,44
"506",2018,4,"The W Assisted Living at Riverdale","F","Bronx",256,256,193,206,141,65
"507",2018,4,"The Waterford on the Bay","F","Kings",200,200,175,177,75,102
"508",2018,4,"The Willows","F","Orleans",24,24,15,18,2,16
"509",2018,4,"The Womens Christian Association","E","Chautauqua",42,42,30,29,2,27
"510",2018,4,"The W Senior Living at Goshen","F","Orange",120,114,44,46,15,31
"511",2018,4,"Troy Adult Home","F","Rensselaer",33,33,25,25,18,7
"512",2018,4,"Underwood Manor","F","Cattaraugus",32,32,29,31,12,19
"513",2018,4,"Updykes Willow Ridge Quality Care Facility","F","Steuben",40,40,38,34,7,27
"514",2018,4,"Valehaven Home for Adults","F","Clinton",40,40,36,37,14,23
"515",2018,4,"Valley Residential Services, Inc","S","Herkimer",48,48,47,47,8,39
"516",2018,4,"Valley Vista Adult Home and Assisted Living Program","F","Ulster",89,89,79,77,24,53
"517",2018,4,"Vassar-Warner Home","E","Dutchess",58,58,33,34,6,28
"518",2018,4,"Village Care at 46 and Ten","S","New York",89,89,82,82,34,48
"519",2018,4,"Village Walk A Carlisle Assisted Living Community","F","Suffolk",146,146,65,84,28,56
"520",2018,4,"Walden Place","F","Cortland",86,86,6,66,15,51
"521",2018,4,"Wavecrest Home for Adults","F","Queens",120,120,98,100,69,31
"522",2018,4,"Westchester Center for Independent and Assisted Living","F","Westchester",195,195,193,195,83,112
"523",2018,4,"Westminster Manor","E","Cayuga",37,37,26,26,4,22
"524",2018,4,"West Seventy-Fourth Street Home","E","New York",95,94,90,88,42,46
"525",2018,4,"West Side Federation For Sr. and Supportive Housing","E","New York",99,94,75,73,54,19
"526",2018,4,"Westwood Commons Adult Home","E","Monroe",120,115,67,57,8,49
"527",2018,4,"Wheatfield Commons","E","Niagara",114,114,65,63,15,48
"528",2018,4,"Whisper Woods of Smithtown","F","Suffolk",136,136,50,78,31,47
"529",2018,4,"White Plains Guest Home for Adults","E","Westchester",15,15,13,13,11,2
"530",2018,4,"Whittier Place","E","Columbia",80,80,80,73,11,62
"531",2018,4,"Willing Helpers Home for Women","E","Fulton",20,20,16,18,0,18
"532",2018,4,"Willow Gardens","F","Westchester",51,51,44,40,11,29
"533",2018,4,"Willow Towers EHP","S","Westchester",150,150,135,129,39,90
"534",2018,4,"Wolk Manor Enriched Living Center","S","Monroe",85,85,81,81,19,62
"535",2018,4,"Woodbrook","E","Chemung",80,75,72,69,25,44
"536",2018,4,"Woodcrest Commons","E","Monroe",120,120,87,90,28,62
"537",2018,4,"Woodhaven Home for Adults","F","Suffolk",181,181,165,167,70,97
"538",2018,4,"Woodland Pond at New Paltz","S","Ulster",60,60,54,51,9,42
"539",2018,4,"Woodlawn Commons","S","Saratoga",42,40,38,40,8,32
"540",2018,4,"Woodside Hall, LLC","F","Otsego",37,28,16,17,6,11
"541",2018,4,"Woodview Court","F","Westchester",40,40,21,24,7,17
"542",2018,4,"Yorktown Assisted Living Residence","F","Westchester",85,85,66,57,9,48
"543",2018,3,"305 West End Assisted Living","S","New York",40,40,0,4,1,3
"544",2018,3,"Absolut at Orchard Brooke, LLC","F","Erie",80,80,79,75,22,53
"545",2018,3,"Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP","F","Warren",60,60,42,47,21,26
"546",2018,3,"Adirondack Manor HFA D.B.A Montcalm Manor HFA","F","Essex",40,40,38,36,21,15
"547",2018,3,"Adirondack Manor HFA D.B.A Scotia Mansion","F","Schenectady",49,49,32,37,20,17
"548",2018,3,"Adirondack Manor HFA D.B.A. Willow Park HFA","F","Oneida",60,60,56,56,33,23
"549",2018,3,"Adirondack Manor Home for Adults","F","Oneida",40,40,38,37,23,14
"550",2018,3,"Ahana House","E","Saratoga",17,17,12,13,9,4
"551",2018,3,"Alice Hyde Assisted Living Program","E","Franklin",30,30,28,30,6,24
"552",2018,3,"Alma Rangel Gardens NY Foundation EHP#7","S","New York",42,42,41,42,17,25
"553",2018,3,"Alpine Manor","F","Livingston",41,36,23,23,6,17
"554",2018,3,"Amber Court of Brooklyn","F","Kings",224,216,213,212,138,74
"555",2018,3,"Amber Court of Pelham Gardens","F","Bronx",200,200,192,191,94,97
"556",2018,3,"Amber Court of Smithtown","F","Suffolk",186,186,116,165,32,133
"557",2018,3,"Amber Court of Westbury","F","Nassau",225,225,171,171,31,140
"558",2018,3,"Amber Court of Westbury","F","Nassau",64,64,43,53,15,38
"559",2018,3,"Apple Gate Adult Home","F","Orleans",28,28,16,18,6,12
"560",2018,3,"Arcadia Residence","F","Sullivan",114,114,59,99,74,25
"561",2018,3,"Argyle Center For Independent Living","F","Washington",35,35,32,34,14,20
"562",2018,3,"Arkell Hall","E","Montgomery",24,24,20,22,0,22
"563",2018,3,"Ashton Place","S","Ontario",60,60,27,23,8,15
"564",2018,3,"Assisted Living at Jennings Hall","S","Kings",40,24,20,22,9,13
"565",2018,3,"Assisted Living at Northern Riverview","E","Rockland",105,105,102,103,42,61
"566",2018,3,"Atria Bay Shore","S","Suffolk",116,116,69,77,13,64
"567",2018,3,"Atria Briarcliff Manor","F","Westchester",200,200,75,76,14,62
"568",2018,3,"Atria Crossgate","S","Albany",83,83,53,59,20,39
"569",2018,3,"Atria Cutter Mill","S","Nassau",130,130,91,94,27,67
"570",2018,3,"Atria Delmar Place","S","Albany",106,106,90,89,14,75
"571",2018,3,"Atria East Northport","F","Suffolk",200,200,141,148,46,102
"572",2018,3,"Atria Forest Hills","S","Queens",90,90,75,81,28,53
"573",2018,3,"Atria Glen Cove","S","Nassau",128,128,74,67,23,44
"574",2018,3,"Atria Greece","F","Monroe",79,79,61,56,9,47
"575",2018,3,"Atria Guilderland","F","Albany",120,120,75,78,30,48
"576",2018,3,"Atria Huntington","F","Suffolk",198,122,89,99,24,75
"577",2018,3,"Atria Kew Gardens","S","Queens",175,175,124,129,42,87
"578",2018,3,"Atria Lynbrook","F","Nassau",200,200,99,100,29,71
"579",2018,3,"Atria on the Hudson","S","Westchester",185,185,122,129,38,91
"580",2018,3,"Atria Park of Great Neck","S","Nassau",162,144,95,101,24,77
"581",2018,3,"Atria Penfield","F","Monroe",120,120,90,98,35,63
"582",2018,3,"Atria Plainview","F","Nassau",99,99,70,77,17,60
"583",2018,3,"Atria Riverdale","S","Bronx",195,195,180,183,48,135
"584",2018,3,"Atria Shaker","S","Albany",146,146,99,96,28,68
"585",2018,3,"Atria South Setauket","F","Suffolk",200,200,83,74,23,51
"586",2018,3,"Atria Tanglewood","F","Nassau",160,160,116,119,32,87
"587",2018,3,"Atria West 86","S","New York",189,189,170,173,52,121
"588",2018,3,"Babylon Beach House Home for Adults","F","Suffolk",67,67,41,37,7,30
"589",2018,3,"Bayview Rest Home, LLC","F","Suffolk",75,75,73,73,49,24
"590",2018,3,"Beacon Pointe Memory Care Community","F","Saratoga",52,52,45,48,14,34
"591",2018,3,"Belle Harbor Manor","E","Queens",162,155,147,149,96,53
"592",2018,3,"Bergquist Memorial Assisted Living Residence","E","Chautauqua",32,32,32,32,6,26
"593",2018,3,"Bethany Village","E","Chemung",144,126,108,116,28,88
"594",2018,3,"Bickford Country Home, LLC","F","Ontario",23,12,0,0,0,0
"595",2018,3,"Bickford Home","F","Wayne",24,24,16,16,16,0
"596",2018,3,"Bida Adult Home","F","Chenango",28,28,21,22,17,5
"597",2018,3,"Birchwood Suites","F","Suffolk",95,95,64,63,28,35
"598",2018,3,"Bishops Commons at St. Luke","S","Oswego",68,68,44,48,16,32
"599",2018,3,"Blocher Homes","E","Erie",65,57,47,45,10,35
"600",2018,3,"Boulevard ALP","S","Queens",239,239,226,226,90,136
"601",2018,3,"Braemar Living at Medford","F","Suffolk",200,200,196,196,39,157
"602",2018,3,"Braemar Living at Wallkill","F","Orange",200,200,177,185,55,130
"603",2018,3,"Brandywine Assisted Living at The Savoy","S","Queens",160,160,142,141,43,98
"604",2018,3,"Brandywine Senior Living at Huntington Terrace","S","Suffolk",110,88,53,52,14,38
"605",2018,3,"Brandywine Senior Living at Huntington Terrace","F","Suffolk",54,54,36,41,8,33
"606",2018,3,"Brentland Woods","S","Monroe",60,55,56,54,20,34
"607",2018,3,"Brentwood Adult Home","F","Suffolk",30,30,30,30,26,4
"608",2018,3,"Briarwood Manor, Inc.","F","Niagara",160,160,112,112,29,83
"609",2018,3,"Bridges Cornell Heights - The Colonial","F","Tompkins",13,11,9,8,3,5
"610",2018,3,"Bridges Cornell Heights - The Tudor","F","Tompkins",15,15,15,15,4,11
"611",2018,3,"Brightview Tarrytown","F","Westchester",107,107,100,98,25,73
